,Indicator Name,Year,Afghanistan,Australia,Bahrain,Belgium,Canada,Finland,France,Georgia,Greece,Iraq,Japan,Nepal,New Zealand,Pakistan
2059,Population growth (annual %),1983,-1.365707744,1.368501459,3.457290832,-0.007944471,0.988487567,0.595991321,0.534621482,0.878842348,0.581724932,2.969465257,0.695583303,2.378875002,1.359494772,3.63597147
2060,Population growth (annual %),1984,2.894334707,1.200542766,3.506474,-0.001501708,0.944034716,0.534342931,0.504230412,0.853879671,0.498156576,3.126298069,0.648316737,2.366811133,0.865186525,3.159359421
2061,Population growth (annual %),1985,2.587696933,1.332096835,3.55195307,0.029786423,0.913774275,0.417068904,0.52017357,0.876678995,0.388288979,2.421019314,0.625935964,2.30076995,0.617838918,3.262738769
2062,Population growth (annual %),1986,-0.608560873,1.446502063,3.577482717,0.035648851,0.994040151,0.324794896,0.521885254,0.888192529,0.330759074,2.47247281,0.532357366,2.234495243,-0.024640404,3.537305855
2063,Population growth (annual %),1987,-1.210190398,1.521138904,3.571430256,0.085252141,1.318167782,0.283626732,0.531802397,0.825576239,0.334358494,2.747346209,0.482035497,2.14704552,0.861875993,3.546597907
2064,Population growth (annual %),1988,0.586318312,1.636148763,3.531678687,0.317926245,1.29662489,0.290689051,0.530774426,0.990127868,0.363197987,2.318536306,0.416110342,2.130031906,0.274482468,3.503104144
2065,Population growth (annual %),1989,2.751877293,1.692879694,3.459172201,0.363247986,1.794193515,0.361018799,0.509604919,0.262664316,0.52185098,2.644620268,0.399761165,2.241333959,0.480054396,3.371816359
2066,Population growth (annual %),1990,0.202433956,1.480046937,3.354520354,0.298235706,1.507660673,0.443382074,0.480817154,-0.027068389,1.057808012,1.229559824,0.331782885,2.432697129,0.923222729,3.297471166
2067,Population growth (annual %),1991,0.469880407,1.274621786,3.419108865,0.371593166,1.242761231,0.546172018,0.879707183,0.703475649,1.200352537,1.05900596,0.392819832,2.587735921,,3.230643374
2068,Population growth (annual %),1992,11.52252442,1.119597701,3.49705554,0.405713496,1.183675541,0.561909851,0.498037271,0.77451105,0.763882722,2.977114554,0.371192387,2.798680108,1.041735384,2.625886811
2069,Population growth (annual %),1993,14.96445487,0.889539826,3.41897734,0.390638518,1.098930879,0.483854089,0.434438547,0.768558451,0.588261919,4.831666848,0.324167599,2.693671757,1.140231107,2.55855603
2070,Population growth (annual %),1994,9.864262066,0.963092495,3.342016188,0.308197074,1.095258107,0.431048903,0.37391243,-1.539430121,0.500703438,4.817124004,0.279192364,2.449570497,1.329237335,2.903377953
2071,Population growth (annual %),1995,6.046535552,1.113734221,3.263462512,0.209436838,1.034769484,0.381655333,0.363543328,-3.757716068,0.467197289,3.402450561,0.234590173,2.316730691,1.464363787,2.952111316
2072,Population growth (annual %),1996,4.10302205,1.213854983,3.182761887,0.195393176,1.045311783,0.328037914,0.356871556,-3.62954608,0.440670531,3.24284506,0.226884732,2.122070673,1.582661927,3.046138376
2073,Population growth (annual %),1997,3.910605219,1.08203992,3.094539048,0.241991885,0.993788591,0.29737733,0.356497963,-3.207518172,0.493267145,3.145296328,0.238271218,2.022288183,1.312358286,2.940607026
2074,Population growth (annual %),1998,3.882930605,0.996734718,2.99480471,0.213527651,0.829909353,0.265472962,0.370907432,-2.474222976,0.554211903,3.185153319,0.27172961,1.933540377,0.887279889,2.891238262
2075,Population growth (annual %),1999,4.077879485,1.093975803,2.879981431,0.229189103,0.812842624,0.232116249,0.516384252,-2.057376879,0.383471312,3.273929669,0.182586374,1.838552569,0.525484536,2.858444356
2076,Population growth (annual %),2000,1.443803024,1.144472851,2.751576261,0.242517956,0.931281553,0.207606515,0.686782587,-1.944629157,0.409041838,3.336246694,0.167275578,1.709775886,0.587564086,3.075552912
2077,Population growth (annual %),2001,0.742516834,1.283968091,2.610263069,0.343951158,1.086350966,0.227687342,0.72943079,-1.551238397,0.519884464,3.184017345,0.240952588,1.601837449,0.589286035,3.092079184
2078,Population growth (annual %),2002,6.449321478,1.137538736,2.443951229,0.448268895,1.087447927,0.24238105,0.728746207,-0.897253673,0.366566462,3.211049289,0.232527187,1.495832606,1.737174864,2.50885976
2079,Population growth (annual %),2003,7.541018965,1.150192733,3.921947963,0.418641508,0.901372739,0.23845724,0.71044809,-0.675365806,0.238643175,3.051311163,0.213980949,1.375026697,1.973558544,2.189388121
2080,Population growth (annual %),2004,3.933177688,1.069198122,6.851939332,0.432788248,0.933020777,0.290350362,0.735098068,-0.61926241,0.247413543,2.87715846,0.033662258,1.242331411,1.486219082,2.235149207
2081,Population growth (annual %),2005,3.576508004,1.217290731,7.895202086,0.550055708,0.944466927,0.342248594,0.749918325,-0.635292218,0.293249074,2.969706065,0.009392097,1.075359276,1.12877351,2.158492155
2082,Population growth (annual %),2006,4.139678035,1.349450831,7.377996757,0.659558215,1.010334503,0.383777136,0.693706612,-0.568484712,0.300331801,0.718432209,0.063373589,0.88577445,1.21898486,2.098513142
2083,Population growth (annual %),2007,1.793195727,1.824996795,6.918049916,0.734330831,0.971135141,0.425429832,0.616493932,-0.521646734,0.254757582,-0.850221916,0.114908848,0.731449423,0.932407688,2.141523972
2084,Population growth (annual %),2008,2.002333262,2.003911405,6.493685578,0.789976845,1.082907116,0.465549285,0.557563758,-0.303790529,0.265457837,1.926462655,0.048425395,0.626509659,0.848701402,2.178889217
2085,Population growth (annual %),2009,3.561288374,2.060833163,6.038179508,0.804599573,1.141758099,0.478246393,0.513102876,-0.888185043,0.263026401,3.598793338,-0.012494631,0.539422885,0.999728031,2.229162535
2086,Population growth (annual %),2010,2.894904104,1.555706262,2.857745645,0.913639392,1.111864075,0.457494535,0.492821126,-0.729475257,0.128880433,3.170933202,0.017960542,0.496881283,1.111726056,2.252579345
2087,Population growth (annual %),2011,3.689508302,1.389527316,-0.129281115,1.301002902,0.978697787,0.463558707,0.482694782,-0.80216404,-0.147951277,3.498580088,-0.185226486,0.38521421,0.762479795,2.110834578
2088,Population growth (annual %),2012,4.077627729,1.745820001,1.055562986,0.620163579,1.085817263,0.475809487,0.48395349,-0.736565519,-0.540752951,4.488463918,-0.159710676,0.235525469,0.548220797,1.79797543
2089,Population growth (annual %),2013,3.466788304,1.72115144,2.954757119,0.471340144,1.056591259,0.460723773,0.516539661,-0.300972141,-0.725120807,4.665418597,-0.144271883,0.185921857,0.768347998,1.536897649
2090,Population growth (annual %),2014,3.657576065,1.491566489,3.845379359,0.443929288,1.005337579,0.413560208,0.468246342,0.0469539,-0.66611329,3.50227675,-0.132694222,0.293747924,1.661012001,1.409182973
2091,Population growth (annual %),2015,3.121341229,1.439216653,3.816604913,0.579446242,0.746339478,0.329383886,0.35556924,0.157481405,-0.658861361,2.71497647,-0.106124994,0.53827062,2.036033909,1.296551724
2092,Population growth (annual %),2016,2.581549399,1.561940498,3.429078922,0.506300002,1.132348655,0.287421402,0.263868789,0.059816599,-0.415913028,2.4594025,-0.051137415,0.904474047,2.2460321,1.204055673
2093,Population growth (annual %),2017,2.866492148,1.653390535,3.291633803,0.385228018,1.199520711,0.234670532,0.290202116,0.013386075,-0.197783225,2.357692329,-0.081874296,1.149953723,2.088722723,1.328135434
2094,Population growth (annual %),2018,2.885207973,1.502992982,2.072370164,0.455184695,1.412455869,0.132641041,0.358494582,-0.039036546,-0.202880238,2.417560687,-0.126880068,1.140549365,1.791240168,1.537172403
2095,Population growth (annual %),2019,2.908529093,1.485208447,0.459362585,0.540461327,1.436136823,0.11019169,0.341374143,-0.17156574,-0.105339393,2.368388314,-0.140464978,1.136351607,1.591158896,1.607981347
2096,Population growth (annual %),2020,3.134746908,1.23570108,-1.125242678,0.430996815,1.073795827,0.143641197,0.271350508,0.068656249,-0.214592107,2.362111839,-0.294194618,1.774268056,2.204788696,1.73302782
2097,Population growth (annual %),2021,2.851357654,0.127728296,-0.96602484,0.469904402,0.575421916,0.207288594,0.263854757,-0.379636607,-0.537756535,2.26888921,-0.459952416,2.311723712,0.415621677,1.834062082
2098,Population growth (annual %),2022,2.534498317,1.125898518,0.611005553,0.657664577,1.823370422,0.285874176,0.274205279,0.104889951,-0.704367995,2.186916934,-0.443851919,1.692246601,0.248156055,1.893245598
2099,Population in urban agglomerations of more than 1 million (% of total population),1960,3.309401278,54.19994615,,25.10237353,30.09835195,10.11803684,21.5610391,19.68855607,21.76843331,20.15466335,40.24946039,1.172085873,18.55822582,11.25952812
2100,Population in urban agglomerations of more than 1 million (% of total population),1961,3.416999047,54.61527235,,25.15838504,30.77800887,10.21043464,21.74560465,19.81912194,22.25886962,21.38837861,41.71565361,1.168184446,18.68330785,11.55012179
2101,Population in urban agglomerations of more than 1 million (% of total population),1962,3.52520173,54.66223236,,25.19420149,31.3091544,10.2633608,21.88011433,19.96295508,22.83730811,22.58187567,43.22795656,1.170639718,18.97107172,11.81677004
2102,Population in urban agglomerations of more than 1 million (% of total population),1963,3.634510206,54.99893151,,25.13806047,31.85379139,10.31377693,21.90930974,20.1171353,23.48353848,23.76666015,44.76192284,1.172839832,19.3705664,12.08161168
2103,Population in urban agglomerations of more than 1 million (% of total population),1964,3.745192407,55.31792782,,25.03240257,32.40763777,10.38022505,21.92693942,20.28586931,24.15110919,25.02437277,46.34550324,1.174671691,19.75814187,12.34531357
2104,Population in urban agglomerations of more than 1 million (% of total population),1965,3.855758829,55.63934844,,24.93639094,32.99853135,10.47009334,21.9453494,20.47388821,24.80937292,26.34100006,47.96678679,1.175853077,20.24117334,12.60664934
2105,Population in urban agglomerations of more than 1 million (% of total population),1966,3.968375411,55.79005236,,24.8988041,33.58278132,10.55653414,21.97411324,20.70012857,25.41797897,26.88650289,49.0636463,1.176832242,20.67203558,12.8666624
2106,Population in urban agglomerations of more than 1 million (% of total population),1967,4.076780989,57.71173828,,24.89081766,34.11826377,10.62594882,22.01388596,20.96292875,26.02155805,27.1014913,49.89861232,1.177500489,21.01791417,13.12416835
2107,Population in urban agglomerations of more than 1 million (% of total population),1968,4.180056559,59.4116829,,24.92369076,34.730457,10.70591849,22.0496499,21.24540484,26.68433484,27.31501687,50.70492125,1.177795817,21.56555438,13.38248979
2108,Population in urban agglomerations of more than 1 million (% of total population),1969,4.284010398,60.96052353,,24.98375498,35.44214856,10.84094524,22.05409067,21.52417714,27.43973279,27.524094,51.49070329,1.177914357,22.1214296,13.64135375
2109,Population in urban agglomerations of more than 1 million (% of total population),1970,4.38847087,62.63852243,,25.0904221,36.15845526,11.01311745,22.06238962,21.77829559,28.25648604,27.73217582,52.31226463,1.177854917,22.58796741,13.90269146
2110,Population in urban agglomerations of more than 1 million (% of total population),1971,4.496272964,63.45899358,,25.16654844,36.26046533,11.22803723,22.06831083,21.992049,28.91510124,27.95321641,52.41773182,1.178626475,22.98212408,14.1866901
2111,Population in urban agglomerations of more than 1 million (% of total population),1972,4.682551306,63.10311907,,25.18029083,36.30685435,11.49319874,22.07980685,22.21513328,29.23378051,28.18984679,52.88593499,1.206384814,23.18371845,14.47841142
2112,Population in urban agglomerations of more than 1 million (% of total population),1973,4.951584429,62.94321375,,25.21314511,36.33192255,11.76687674,22.10778484,22.46849735,29.61250457,28.42804898,53.35541317,1.234609004,23.34123527,14.70393443
2113,Population in urban agglomerations of more than 1 million (% of total population),1974,5.23725642,62.16038038,,25.24623637,36.29706354,12.05291719,22.15992062,22.72816918,30.02264444,28.68988804,53.87649008,1.263534396,23.47064854,14.91527278
2114,Population in urban agglomerations of more than 1 million (% of total population),1975,5.546044191,62.19234147,,25.28589795,36.24164255,12.35575535,22.21031034,23.02082947,30.26532461,28.98038859,54.43761932,1.292897705,23.63381013,15.11936112
2115,Population in urban agglomerations of more than 1 million (% of total population),1976,5.886271901,62.36882349,,25.35377314,36.24389163,12.68475711,22.23226095,23.32184967,30.32375397,29.29160616,54.64021547,1.32307966,23.94245298,15.31577337
2116,Population in urban agglomerations of more than 1 million (% of total population),1977,6.251747318,62.30374154,,25.43557417,36.32926341,13.02430394,22.2532158,23.6348208,30.45754306,29.5901837,54.73844316,1.353073414,24.09710916,15.50527352
2117,Population in urban agglomerations of more than 1 million (% of total population),1978,6.648876849,62.21857501,,25.52555843,36.48388323,13.37248302,22.2720122,23.97610114,30.59402485,29.56097983,54.87056208,1.382773728,24.32093426,15.69152043
2118,Population in urban agglomerations of more than 1 million (% of total population),1979,7.179743622,62.18616508,,25.61675613,36.64598424,13.73430381,22.29080932,24.23211142,30.74645658,29.44041899,55.03892743,1.412784039,24.65107752,15.84174684
2119,Population in urban agglomerations of more than 1 million (% of total population),1980,7.830967376,62.07028315,,25.70324372,36.70408396,14.09865186,22.29827113,24.40179511,30.9822292,29.33994533,55.2420206,1.443183469,24.85717498,15.89758377
2120,Population in urban agglomerations of more than 1 million (% of total population),1981,9.191582935,61.74323171,,25.80234957,36.79660869,14.30102392,22.2989655,24.57717838,31.12659119,29.27834561,55.39681968,1.474646633,24.99939198,15.8393865
2121,Population in urban agglomerations of more than 1 million (% of total population),1982,10.65822956,61.48747449,,25.87535103,37.03489063,14.40879747,22.30581096,24.74784274,30.98181697,29.27191101,55.54519413,1.52708819,24.99017775,15.71013674
2122,Population in urban agglomerations of more than 1 million (% of total population),1983,11.33056101,61.45855854,,25.94356259,37.3531796,14.51220986,22.33600242,24.91164983,30.84843165,29.21926897,55.69334574,1.58070791,24.88969462,15.66020503
2123,Population in urban agglomerations of more than 1 million (% of total population),1984,11.54369628,61.53578147,,26.01037282,37.69538416,14.62564139,22.37343609,25.08335857,30.74136192,29.12350056,55.86948277,1.636538225,24.91280097,15.6859696
2124,Population in urban agglomerations of more than 1 million (% of total population),1985,11.79542363,61.53163175,,26.06902726,38.05378786,14.75672381,22.40714403,25.2494156,30.66821014,29.23262089,56.05769011,1.695189968,24.99701272,15.69434969
2125,Population in urban agglomerations of more than 1 million (% of total population),1986,12.44490805,61.46039386,,26.12636629,38.40278636,15.10326842,22.44092445,25.41417791,30.61290052,29.32957135,56.4039652,1.757246476,25.28386163,15.66064332
2126,Population in urban agglomerations of more than 1 million (% of total population),1987,13.16048482,61.43013651,,26.17085877,38.79523119,15.67327092,22.47271916,25.59603668,30.55659188,29.34745405,56.81652918,1.823165343,25.4321097,15.62580452
2127,Population in urban agglomerations of more than 1 million (% of total population),1988,13.67024094,61.33227931,,26.15459381,39.20228494,16.2645323,22.50519817,25.73734527,30.49166268,29.49403044,57.27121343,1.892034745,25.73244198,15.59879156
2128,Population in urban agglomerations of more than 1 million (% of total population),1989,13.89386919,61.19907465,,26.12631478,39.4153511,16.86437214,22.54227475,25.75269086,30.37849851,29.54530835,57.73745135,1.961005432,25.98181377,15.59110488
2129,Population in urban agglomerations of more than 1 million (% of total population),1990,14.48667184,61.19923038,,26.11513017,39.74547019,17.47289795,22.56464031,25.48590171,30.10404645,30.02272972,58.24844669,2.028763497,26.1181152,15.5959851
2130,Population in urban agglomerations of more than 1 million (% of total population),1991,15.06441919,61.32572855,,26.08481835,40.15968659,17.84506177,22.45207653,25.03827623,29.80831163,30.56318206,58.48236181,2.095015796,25.38047552,15.61155187
2131,Population in urban agglomerations of more than 1 million (% of total population),1992,14.02689113,61.29230343,,26.04574264,40.27822306,17.97971913,22.4256275,24.58069149,29.69030569,30.52676396,58.64754511,2.134683416,25.90862757,15.72291388
2132,Population in urban agglomerations of more than 1 million (% of total population),1993,12.61739704,61.39987461,,26.0104765,40.43171141,18.12889783,22.41322674,24.13361569,29.62445563,29.93107626,58.83994184,2.177101539,26.4194614,15.84454905
2133,Population in urban agglomerations of more than 1 million (% of total population),1994,11.94412624,61.46502861,,25.99676955,40.59011685,18.28929042,22.414521,24.24755111,29.58479098,29.35574166,59.06019748,2.225935043,26.89066298,15.91316483
2134,Population in urban agglomerations of more than 1 million (% of total population),1995,11.74678322,61.43933629,,26.0170087,40.77582481,18.46023427,22.41814363,24.90848531,29.55507272,29.2050001,59.3078663,2.278888086,27.33328796,15.97456746
2135,Population in urban agglomerations of more than 1 million (% of total population),1996,11.78014093,61.35338246,,26.14236386,40.96303175,18.66836515,22.42338926,25.55427245,29.53337795,29.10601861,59.35426577,2.337801636,27.75050911,16.02215356
2136,Population in urban agglomerations of more than 1 million (% of total population),1997,11.8349172,60.82354391,,26.25563966,41.1862483,18.90949807,22.42848851,26.10716582,29.49586911,29.03682229,59.32534806,2.400318253,27.86874884,16.08565418
2137,Population in urban agglomerations of more than 1 million (% of total population),1998,11.89395609,60.35199411,,26.3772115,41.48095917,19.16026745,22.43048046,26.4767449,29.44061705,28.89093833,59.2783932,2.466856131,28.10739187,16.13601549
2138,Population in urban agglomerations of more than 1 million (% of total population),1999,11.93000702,59.8279718,,26.49524726,41.78639351,19.42083147,22.42210073,26.73990039,29.43568942,28.69267169,59.2859592,2.537646589,28.45080963,16.14727203
2139,Population in urban agglomerations of more than 1 million (% of total population),2000,12.28629797,59.28080496,,26.61055969,42.04664839,19.69020184,22.42246499,26.97480164,29.42338046,28.47928637,59.3044496,2.614002728,28.78124271,16.12498948
2140,Population in urban agglomerations of more than 1 million (% of total population),2001,12.7407379,58.66008505,,26.69883158,42.24730796,19.88506957,22.41290276,27.10575226,29.34227829,28.30879179,59.50079041,2.694779158,29.11413478,16.09961936
2141,Population in urban agglomerations of more than 1 million (% of total population),2002,12.47986691,58.73867478,,26.75975548,42.48330178,20.00510326,22.40376856,27.18504266,29.21779097,28.13297469,59.79041155,2.763390499,29.30345701,16.1698206
2142,Population in urban agglomerations of more than 1 million (% of total population),2003,12.09161087,58.81174725,,26.8288292,42.80065104,20.12666761,22.39879487,27.36258191,29.13107255,28.00344884,60.10822124,2.837174825,29.42436432,16.29315972
2143,Population in urban agglomerations of more than 1 million (% of total population),2004,12.03241498,58.93550816,,26.89457974,43.10818297,20.23869911,22.38857467,27.52580627,29.04204519,26.82163734,60.55496591,2.916955164,29.69110703,16.41147523
2144,Population in urban agglomerations of more than 1 million (% of total population),2005,11.90100884,58.97188381,,26.92842958,43.41148191,20.34032545,22.37467497,27.69444165,28.9400667,25.68245638,61.03816769,3.00366253,30.06555553,16.54286685
2145,Population in urban agglomerations of more than 1 million (% of total population),2006,11.70533174,58.93437503,,26.93310876,43.69113008,20.44311076,22.37362577,27.84552516,28.83637579,25.1670515,61.3907105,3.098989022,30.41729198,16.68689879
2146,Population in urban agglomerations of more than 1 million (% of total population),2007,11.78621211,59.02904806,,26.91771836,44.00108547,20.54688091,22.38991735,27.98429494,28.74615343,25.0685961,61.67729783,3.202276139,30.49741939,16.82585714
2147,Population in urban agglomerations of more than 1 million (% of total population),2008,11.84326799,59.0211424,,26.88765882,44.26543979,20.66667683,22.4196958,28.06257794,28.65312835,25.53440589,62.01029962,3.312663142,30.60385464,16.96125714
2148,Population in urban agglomerations of more than 1 million (% of total population),2009,11.71570945,58.9777644,,26.85326615,44.50381138,20.79589486,22.45256474,28.30601463,28.56115193,25.5863474,62.38554281,3.429463216,30.66331985,17.08869051
2149,Population in urban agglomerations of more than 1 million (% of total population),2010,11.66741138,59.23583465,,26.78997715,44.75856986,20.99435204,22.49027938,28.50625678,28.50765928,25.39422915,62.74801281,3.552085194,30.68901556,17.21470336
2150,Population in urban agglomerations of more than 1 million (% of total population),2011,11.52735103,59.5951777,,26.62357052,45.05403542,21.27043698,22.49803899,28.72881539,28.53313659,25.12148272,63.05547159,3.683207306,30.82287865,17.36720619
2151,Population in urban agglomerations of more than 1 million (% of total population),2012,11.34524275,59.68724961,,26.63923755,45.17546152,21.54804671,22.50573237,28.93412328,28.67103528,24.60805871,63.28527999,3.824890067,31.28141376,17.57766804
2152,Population in urban agglomerations of more than 1 million (% of total population),2013,11.23365943,59.79226422,,26.69416036,45.3103664,21.80344006,22.50581946,29.01423688,28.86276425,24.06127085,63.50608419,3.973996364,31.67517616,17.83671027
2153,Population in urban agglomerations of more than 1 million (% of total population),2014,11.10235263,60.03789197,,26.75683601,45.47144002,22.04428005,22.51698925,28.99351887,29.03864369,23.80302847,63.72078475,4.12446154,31.78977084,18.12447008
2154,Population in urban agglomerations of more than 1 million (% of total population),2015,11.03157631,60.31729516,,26.78338216,45.75307143,22.30654412,22.55361191,28.94080868,29.21346622,23.73403618,63.91955074,4.270174292,31.78532998,18.43866684
2155,Population in urban agglomerations of more than 1 million (% of total population),2016,11.02095561,60.52645318,,26.82987184,45.86161803,22.58186673,22.61107021,28.91641996,29.31802619,23.7269614,64.08419607,4.404869915,31.7151312,18.77751553
2156,Population in urban agglomerations of more than 1 million (% of total population),2017,10.97901722,60.68201359,,26.90854052,45.94123841,22.87265891,22.66275511,28.90546791,29.3588586,23.74279432,64.26934442,4.532674629,31.6949061,19.09837503
2157,Population in urban agglomerations of more than 1 million (% of total population),2018,10.93519127,60.93075068,,26.96862201,45.92480891,23.19082952,22.69910362,28.90966951,29.40123631,23.74478144,64.48437438,4.664627755,31.76906909,19.38526022
2158,Population in urban agglomerations of more than 1 million (% of total population),2019,10.89246643,60.95720885,,27.00496476,45.77308774,23.40319103,22.74116575,28.95966062,29.41871825,23.76406281,64.53018881,4.772767505,31.77273458,19.60000811
2159,Population in urban agglomerations of more than 1 million (% of total population),2020,10.83215407,61.11123519,,27.06791047,45.78117716,23.59780908,22.80237765,28.95286667,29.4744667,23.794924,64.66119625,4.850363187,31.56190327,19.78956159
2160,Population in urban agglomerations of more than 1 million (% of total population),2021,10.81253908,61.91719513,,27.11389644,46.01005041,23.76381448,22.86946001,29.09030607,29.63245477,23.86166297,64.88238178,4.900507871,31.8913018,19.95654906
2161,Population in urban agglomerations of more than 1 million (% of total population),2022,10.83884077,62.08002753,,27.09857006,45.65698881,23.89401967,22.93861574,29.10029409,29.84689109,23.96313773,65.07477096,4.979304416,32.24646279,20.10756779
2162,Population living in areas where elevation is below 5 meters (% of total population),1990,0,3.62444641,32.95057357,5.246427279,1.51798367,4.495830118,2.135226059,3.009386034,5.088241009,3.63301842,12.68576664,0,3.550515698,0.384627157
2163,Population living in areas where elevation is below 5 meters (% of total population),2000,0,3.605442218,33.45431572,5.400949707,1.483100171,4.583527581,2.099230933,3.259015267,5.108868187,4.062247245,12.58168726,0,3.42644346,0.426486687
2164,Population living in areas where elevation is below 5 meters (% of total population),2015,0,3.601335726,32.98470263,5.483013668,1.441168309,4.556136584,2.081383069,3.852253018,5.108199386,4.590099952,12.44258426,0,3.287807977,0.448811415
2165,"Population, total",1960,8622466,10276477,160691,9153489,17909356,4429634,46649927,3645600,8331725,7084678,93216000,10167941,2371800,45954226
2166,"Population, total",1961,8790140,10483000,166970,9183948,18271000,4461005,47161641,3703600,8398050,7260714,94055000,10365144,2419700,47060915
2167,"Population, total",1962,8969047,10742000,173359,9220578,18614000,4491443,47679792,3760300,8448233,7481832,94933000,10570716,2482000,48161841
2168,"Population, total",1963,9157465,10950000,179891,9289770,18964000,4523309,48189939,3816100,8479625,7735824,95900000,10782717,2531800,49325050
2169,"Population, total",1964,9355514,11167000,186587,9378113,19325000,4548543,48733997,3870300,8510429,7997655,96903000,11002819,2585400,50552592
2170,"Population, total",1965,9565147,11388000,193012,9463667,19678000,4563732,49282756,3921600,8550333,8270544,97952000,11232951,2628400,51841626
2171,"Population, total",1966,9783147,11651000,199019,9527807,20048000,4580869,49817041,3966700,8613651,8553883,98851000,11470199,2675900,53199414
2172,"Population, total",1967,10010030,11799000,204916,9580991,20412000,4605744,50334012,4005800,8684088,8848502,99879000,11715579,2724100,54629793
2173,"Population, total",1968,10247780,12009000,210801,9618756,20744000,4626469,50817020,4042300,8740765,9156132,101011000,11970411,2748100,56124743
2174,"Population, total",1969,10494489,12263000,216696,9646032,21028000,4623785,51272683,4080300,8772764,9476737,102219000,12231874,2772800,57676805
2175,"Population, total",1970,10752971,12507000,222555,9655549,21324000,4606307,51724116,4119900,8792806,9811347,103403000,12501285,2810700,59290872
2176,"Population, total",1971,11015857,12937000,230992,9673162,21962032,4612124,52185222,4163000,8831036,10154928,105697000,12774870,2853000,60878781
2177,"Population, total",1972,11286753,13177000,243143,9711115,22218463,4639657,52637888,4205300,8888628,10507315,107188000,13052220,2903900,62509565
2178,"Population, total",1973,11575305,13380000,256632,9741720,22491777,4666081,53053660,4242500,8929086,10872139,108707000,13335963,2961300,64285624
2179,"Population, total",1974,11869879,13723000,270627,9772419,22807969,4690574,53415250,4279500,8962022,11243146,110162000,13626301,3023700,66149169
2180,"Population, total",1975,12157386,13893000,285116,9800700,23143275,4711440,53715733,4311200,9046541,11617622,111573000,13925541,3083100,68126999
2181,"Population, total",1976,12425267,14033000,300044,9818227,23449808,4725664,53966558,4342400,9188150,11999342,112775000,14230738,3110500,70230923
2182,"Population, total",1977,12687301,14192000,315337,9830358,23725843,4738902,54221988,4372100,9308479,12400190,113872000,14550430,3120200,72451105
2183,"Population, total",1978,12938862,14358000,330912,9839534,23963203,4752528,54486195,4397700,9429959,12819707,114913000,14888770,3121200,74789330
2184,"Population, total",1979,12986369,14514000,346697,9848382,24201544,4764690,54753575,4430200,9548258,13233830,115890000,15238564,3109000,77407341
2185,"Population, total",1980,12486631,14692000,362595,9859242,24515667,4779535,55052582,4467700,9642505,13653369,116807000,15600442,3112900,80624057
2186,"Population, total",1981,11155195,14923260,377430,9858982,24819915,4799964,55371044,4504500,9729350,14067260,117661000,15969792,3124900,84270202
2187,"Population, total",1982,10088289,15184247,391017,9856303,25116942,4826933,55694106,4542800,9789513,14467682,118480000,16347124,3156100,87828198
2188,"Population, total",1983,9951449,15393472,404772,9855520,25366451,4855787,55992656,4582900,9846627,14903737,119307000,16740664,3199300,91080372
2189,"Population, total",1984,10243686,15579391,419217,9855372,25607053,4881803,56275701,4622200,9895801,15377032,120083000,17141610,3227100,94003867
2190,"Population, total",1985,10512221,15788312,434375,9858308,25842116,4902206,56569195,4662900,9934300,15753856,120837000,17540571,3247100,97121552
2191,"Population, total",1986,10448442,16018350,450196,9861823,26100278,4918154,56865193,4704500,9967213,16148221,121482000,17936926,3246300,100618523
2192,"Population, total",1987,10322758,16263874,466565,9870234,26446601,4932123,57168409,4743500,10000595,16598019,122069000,18326204,3274400,104251093
2193,"Population, total",1988,10383460,16532164,483337,9901664,26791747,4946481,57472651,4790700,10036983,16987346,122578000,18720745,3283400,107967838
2194,"Population, total",1989,10673168,16814416,500349,9937697,27276781,4964371,57766282,4803300,10089498,17442590,123069000,19145077,3299200,111670386
2195,"Population, total",1990,10694796,17065128,517418,9967379,27691138,4986431,58044701,4802000,10196792,17658381,123478000,19616530,3329800,115414069
2196,"Population, total",1991,10745167,17284036,535415,10004486,28037420,5013740,58557577,4835900,10319927,17846378,123964000,20130779,3495100,119203569
2197,"Population, total",1992,12057433,17478635,554470,10045158,28371264,5041992,58849943,4873500,10399061,18385673,124425000,20702133,3531700,122375179
2198,"Population, total",1993,14003760,17634808,573755,10084475,28684764,5066447,59106166,4911100,10460415,19295818,124829000,21267359,3572200,125546615
2199,"Population, total",1994,15455555,17805468,593254,10115603,29000663,5088333,59327585,4836076,10512922,20248073,125178000,21794751,3620000,129245139
2200,"Population, total",1995,16418912,18004882,612934,10136811,29302311,5107790,59543659,4657722,10562153,20948858,125472000,22305571,3673400,133117476
2201,"Population, total",1996,17106595,18224767,632756,10156637,29610218,5124573,59756533,4491699,10608800,21639332,125757000,22783969,3732000,137234810
2202,"Population, total",1997,17788819,18423037,652643,10181245,29905948,5139835,59969944,4349913,10661259,22330770,126057000,23249417,3781300,141330267
2203,"Population, total",1998,18493132,18607584,672484,10203008,30155173,5153498,60192790,4243607,10720509,23053488,126400000,23703328,3815000,145476106
2204,"Population, total",1999,19262847,18812264,692133,10226419,30401286,5165474,60504420,4157192,10761698,23820734,126631000,24143157,3835100,149694462
2205,"Population, total",2000,19542982,19028802,711442,10251250,30685730,5176209,60921384,4077131,10805808,24628858,126843000,24559500,3857700,154369924
